EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
722,0,32,929,10,3,4,1,55,3,2,4,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
723,1,50,562,8,2,2,1,50,3,2,3,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
724,0,38,827,1,4,2,0,33,4,2,4,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
725,0,27,608,1,2,3,0,68,3,3,1,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
727,0,32,1018,3,2,3,0,39,3,3,4,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
728,0,47,703,14,4,4,1,42,3,2,1,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
729,0,40,580,5,4,4,1,48,2,3,1,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
730,0,53,970,7,3,3,1,59,4,4,3,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
731,0,41,427,10,4,2,1,73,2,5,4,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
732,0,60,1179,16,4,1,1,84,3,2,1,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
733,0,27,294,10,2,4,1,32,3,3,1,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
734,0,41,314,1,3,4,1,59,2,5,3,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
738,0,50,316,8,4,4,1,54,3,1,2,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
741,1,28,654,1,2,1,0,67,1,1,2,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
742,0,36,427,8,3,1,0,63,4,3,1,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
743,0,38,168,1,3,3,0,81,3,3,3,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
744,0,44,381,24,3,1,1,49,1,1,3,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
746,0,47,217,3,3,4,0,49,3,4,3,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
747,0,30,501,27,5,3,1,99,3,2,4,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
749,0,29,1396,10,3,3,1,99,3,1,3,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
752,1,42,933,19,3,3,1,57,4,1,3,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
754,0,43,775,15,3,4,1,47,2,2,4,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
757,0,34,970,8,2,2,0,96,3,2,3,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
758,0,23,650,9,1,2,1,37,3,1,1,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
760,0,39,141,3,3,3,0,44,4,2,2,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
762,0,56,832,9,3,3,1,81,3,4,4,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
763,0,40,804,2,1,4,0,86,2,1,4,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
764,0,27,975,7,3,4,0,55,2,2,1,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
766,0,29,1090,10,3,4,1,83,3,1,2,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
769,0,53,346,6,3,4,1,86,3,2,4,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
771,0,35,1225,2,4,4,0,61,3,2,1,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
772,0,32,430,24,4,1,1,80,3,2,4,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
773,0,38,268,2,5,4,1,92,3,1,3,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
775,0,34,167,8,5,2,0,32,3,2,1,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
776,0,52,621,3,4,3,1,31,2,4,1,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
780,1,33,527,1,4,4,1,63,3,1,4,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
781,0,25,883,26,1,3,0,32,3,2,4,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
783,0,45,954,2,2,2,1,46,1,2,3,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
784,0,23,310,10,1,1,1,79,4,1,3,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
785,1,47,719,27,2,2,0,77,4,2,3,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
786,0,34,304,2,3,4,1,60,3,2,4,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
787,1,55,725,2,3,4,1,78,3,5,1,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
789,0,36,1434,8,4,1,1,76,2,3,1,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
791,0,52,715,19,4,4,1,41,3,1,4,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
792,0,26,575,1,2,1,0,71,1,1,4,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
793,0,29,657,27,3,2,0,66,3,2,3,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
796,1,26,1146,8,3,4,1,38,2,2,1,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
797,0,34,182,1,4,2,0,72,4,1,4,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
799,0,54,376,19,4,4,0,95,3,2,1,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
800,0,27,829,8,1,3,1,84,3,2,4,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
802,0,37,571,10,1,4,0,82,3,1,1,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
803,0,38,240,2,4,1,0,75,4,2,1,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
804,0,34,121,2,4,3,0,86,2,1,1,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
805,0,35,384,8,4,1,0,72,3,1,4,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
806,0,30,921,1,3,4,1,38,1,1,3,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
807,0,40,791,2,2,3,0,38,4,2,2,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
808,0,34,1111,8,2,3,0,93,3,2,1,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
809,0,42,570,8,3,2,1,66,3,5,4,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
811,1,23,1243,6,3,3,1,63,4,1,1,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
812,0,24,1092,9,3,3,1,60,2,1,2,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
813,0,52,1325,11,4,4,0,82,3,2,3,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
815,0,50,691,2,3,3,1,64,3,4,3,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
816,1,29,805,1,2,2,0,36,2,1,1,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
817,0,33,213,7,3,3,1,49,3,3,3,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
819,1,33,118,16,3,1,0,69,3,2,1,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
820,0,47,202,2,2,3,0,33,3,4,4,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
823,0,36,676,1,3,3,0,35,3,2,2,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
824,0,29,1252,23,2,3,1,81,4,1,3,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
825,1,58,286,2,4,4,1,31,3,5,2,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
826,0,35,1258,1,4,4,0,40,4,1,3,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
827,0,42,932,1,2,4,0,43,2,2,4,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
828,1,28,890,2,4,3,1,46,3,1,3,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
829,0,36,1041,13,3,3,1,36,3,1,2,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
830,0,32,859,4,3,3,0,98,2,2,3,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
832,0,40,720,16,4,1,1,51,2,2,3,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
833,0,30,946,2,3,3,0,52,2,2,4,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
834,0,45,252,2,3,2,0,95,2,1,3,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
836,0,42,933,29,3,2,1,98,3,2,2,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
837,0,38,471,12,3,1,1,45,2,2,1,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
838,0,34,702,16,4,3,0,100,2,1,4,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
840,1,49,1184,11,3,3,0,43,3,3,4,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
842,1,55,436,2,1,3,1,37,3,2,4,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
843,0,43,589,14,2,2,1,94,3,4,1,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
844,0,27,269,5,1,3,1,42,2,3,4,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
845,0,35,950,7,3,3,1,59,3,3,3,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
846,0,28,760,2,4,2,0,81,3,2,2,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
847,0,34,829,3,2,3,1,88,3,1,4,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
848,1,26,887,5,2,3,0,88,2,1,3,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
850,0,27,443,3,3,4,1,50,3,1,4,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
851,0,51,1318,26,4,1,0,66,3,4,3,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
852,0,44,625,4,3,4,1,50,3,2,2,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
854,0,25,180,2,1,1,1,65,4,1,1,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
855,0,33,586,1,3,1,1,48,4,2,1,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
856,0,35,1343,27,1,3,0,53,2,1,1,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
857,0,36,928,1,2,2,1,56,3,2,4,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
859,0,32,117,13,4,2,1,73,3,2,4,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
861,0,30,1012,5,4,2,1,75,2,1,4,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
862,0,53,661,7,2,1,0,78,2,3,4,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
864,0,45,930,9,3,4,1,74,3,3,1,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
865,0,32,638,8,2,3,0,91,4,2,3,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
867,0,52,890,25,4,3,0,81,2,4,4,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
868,0,37,342,16,4,4,1,66,2,2,3,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
869,0,28,1169,8,2,2,1,63,2,1,4,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
872,0,22,1230,1,2,4,1,33,2,2,4,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
874,0,44,986,8,4,1,1,62,4,1,4,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
875,0,42,1271,2,1,2,1,35,3,1,4,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
878,0,36,1278,8,3,1,1,77,2,1,1,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
879,0,25,141,3,1,3,1,98,3,2,1,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
880,0,35,607,9,3,4,0,66,2,3,3,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
881,1,35,130,25,4,4,0,96,3,1,2,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
882,0,32,300,1,3,4,1,61,3,1,4,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
885,0,25,583,4,1,3,1,87,2,2,1,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
887,0,49,1418,1,3,3,0,36,3,1,1,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
888,0,24,1269,4,1,1,1,46,2,1,4,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
889,0,32,379,5,2,2,1,48,3,2,2,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
893,0,38,395,9,3,2,1,98,2,1,2,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
894,0,42,1265,3,3,3,0,95,4,2,4,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
895,0,31,1222,11,4,4,1,48,3,1,4,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
896,1,29,341,1,3,2,0,48,2,1,3,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
897,0,53,868,8,3,1,1,73,3,4,4,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
899,0,35,672,25,3,4,1,78,2,3,2,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
900,0,37,1231,21,2,3,0,54,3,1,4,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
901,0,53,102,23,4,4,0,72,3,4,4,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
902,0,43,422,1,3,4,0,33,3,2,4,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
903,0,47,249,2,2,3,0,35,3,2,4,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
904,0,37,1252,19,2,1,1,32,3,3,2,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
905,0,50,881,2,4,1,1,98,3,4,1,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
909,0,39,1383,2,3,4,0,42,2,2,4,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
910,0,33,1075,3,2,4,1,57,3,1,2,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
911,1,32,374,25,4,1,1,87,3,1,4,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
912,0,29,1086,7,1,1,0,62,2,1,4,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
913,0,44,661,9,2,2,1,61,3,1,1,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
916,0,28,821,5,4,1,1,98,3,2,4,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
